open_time,open,high,low,close,volume,label_4,label_dir_4,label_ma_dir_4,label_8,label_dir_8,label_ma_dir_8,label_24,label_dir_24,label_ma_dir_24,alpha_KMID,alpha_KLEN,alpha_KSFT,alpha_KUP,alpha_KUP2,alpha_KLOW,alpha_KLOW2,alpha_KAMP,alpha_ROC5,alpha_MA5,alpha_ROC10,alpha_MA10,alpha_ROC20,alpha_MA20,alpha_ROC30,alpha_MA30,alpha_ROC60,alpha_MA60,alpha_ROC120,alpha_MA120,alpha_STD5,alpha_RESI5,alpha_STD10,alpha_RESI10,alpha_STD20,alpha_RESI20,alpha_STD30,alpha_RESI30,alpha_STD60,alpha_RESI60,alpha_CORR5,alpha_CORD5,alpha_CORR10,alpha_CORD10,alpha_CORR20,alpha_CORD20,alpha_SUMP,alpha_SUMN,alpha_SUMD,alpha_VSUMP,alpha_POS5,alpha_POSZ5,alpha_POS20,alpha_POSZ20,alpha_POS60,alpha_POSZ60,alpha_CNTP,alpha_CNTN,alpha_HLAMP
1775264400000,66893.4,66924.48,66852.22,66852.23,78.82273,-0.00011802149,0,0,0.0007271261,1,0,0.0022540758,1,1,-0.0006154568313166659,0.0010802261508608439,-0.9997232216995637,0.00046461982796511687,0.43011347910328773,1.494915790610331e-07,0.00013838915021812756,0.0010808913928524863,-0.0016735783096367696,-0.0007599650802325719,-0.0011615125481156952,-0.0006603195092586001,-0.0007139014520033404,-0.0007014512955793029,-0.0006407047213778938,-0.0004387406733724619,0.00036107565530052455,-0.000388626766795519,-0.0030280986075966743,0.00015664733281495202,0.0005080762350244466,,0.0006694389156816049,,0.0007073273476133193,,0.0006519428689002707,,0.0010276410908997917,,-0.2777309200569825,-0.38789845866246936,-0.10928426619089558,-0.264820613105293,-0.1433941687924504,-0.23245288675175432,0.41645629685869506,0.5835437031413049,0.41645629685869506,0.562043983679723,8.616232978426254e-05,-1.5450449030284534,0.18118708781668433,-1.2775361061619523,0.39907458947953556,-0.28433883717187497,0.5333333333333333,0.4666666666666667,0.0010808913928524863
1775265300000,66852.23,66881.59,66840.59,66840.6,192.50953,-9.395487e-05,0,1,0.00017220073,1,1,0.0018966018,1,1,-0.00017396577496352935,0.0006132929297945634,-0.9995121951214969,0.0004391775711894814,0.7160975609756065,1.4958364155261877e-07,0.00024390243925153613,0.0006133996403383571,-0.001054980489810342,-0.000722929507227521,-0.0007200013873779332,-0.0007622333732356656,-0.000607494808333997,-0.0008449540992985227,-0.0002155410641624389,-0.0006054526221868084,0.0011216835708030004,-0.0005811773629696981,-0.00290533234997159,6.935702979493641e-06,0.0004392504727396756,,0.0006469992791567297,,0.000705785942159865,,0.0006435116074700013,,0.001020517102220893,,-0.5731846332462432,-0.830617721032998,-0.19855358481245575,-0.4133361770060359,-0.16952477117558246,-0.33572863661147667,0.3798806677939116,0.6201193322060885,0.37988066779391155,0.5243776910374077,7.831466841031438e-05,-1.1419662344821722,0.10045123221105404,-1.455375193270493,0.38558771685685467,-0.43020195708512543,0.4666666666666667,0.5333333333333333,0.0006133996403383571
1775266200000,66840.59,66870.13,66832.94,66832.94,122.15655,-9.157161e-05,0,1,0.000116858544,1,1,0.0019912336,1,1,-0.00011445141342998588,0.0005563984399300236,-1.0,0.0004419470265000376,0.7942995428880211,0.0,0.0,0.0005564621278070713,-0.00128528615586454,-0.0005804244345093412,-0.0005630277824675289,-0.0008205081038542561,-0.0007753630122240285,-0.0009207329531818464,-7.151650295667e-05,-0.0007176036148071052,0.0007641290882516305,-0.0007084196637464624,-0.0020944195447702985,-9.017943013622798e-05,0.00040727986694116884,,0.0006435069935690747,,0.00070573915426742,,0.0006421053342438397,,0.001020233458716738,,-0.44804882258101403,-0.3493793428034234,-0.21569230874665607,-0.4034412278853006,-0.16668116843567796,-0.32412305824018944,0.4556389575271612,0.5443610424728388,0.4556389575271612,0.5858984713866604,0.0,-0.8716835585002448,0.047275251648720734,-1.4893616164484342,0.37670470359031377,-0.5284700241792301,0.4,0.6,0.0005564621278070713
1775267100000,66832.95,66853.96,66827.22,66852.0,24.97483,-0.00010725184,0,0,-0.0002964758,0,0,0.0024376235,1,1,0.0002850390413711038,0.0004001020454731572,0.8534031413608064,2.9326851500740323e-05,0.07329842931959409,8.573615260131306e-05,0.21428571428551194,0.00039998803326759467,-0.0013087916108265318,-3.338606896319263e-05,-6.327009464934807e-05,-0.0005292327184096557,0.0002995571880408665,-0.000650760940944406,-0.0004521379666710956,-0.00041755428975898123,-0.00046469151839301226,-0.000415691027472076,-0.0018512604292971746,0.0002104456123277476,0.0003991576036632784,,0.0006492097062414219,,0.0006861817991066872,,0.0006321237729955348,,0.0010017390306314017,,-0.6570913687793661,-0.6716260685048767,-0.2776661821298827,-0.4082679536753734,-0.1973133546945536,-0.37832576547560476,0.4177139437462614,0.5822860562537386,0.4177139437462614,0.547542440102676,0.22048224931042765,-0.09557507296329307,0.17959041999304015,-1.088860915569106,0.39880786714908295,-0.3098424850933199,0.4666666666666667,0.5333333333333333,0.00039998803326759467
1775268000000,66852.0,66919.41,66831.27,66844.34,24.30316,0.00084524736,1,1,-0.0006631825,0,0,0.0023470947,1,1,-0.000114581463531435,0.0013184347513911239,-0.703426367143351,0.0010083467959074298,0.7648059904697433,0.00019550649195225922,0.1482868164283228,0.0013185858368861061,-0.0007332563052941943,-1.2267291362721977e-06,-0.0003654919380913224,-0.0006072367096617848,-0.0009762416966400123,-0.0007164804266543978,-0.00018681711352463992,-0.000525866096238059,-0.0001156284315505518,-0.0005282995367545951,-0.0007437129348796256,0.00010204348347020442,0.00031973666549109587,,0.0006462113139280186,,0.0006310184970509139,,0.0006286869865941686,,0.001000055753782022,,-0.5191105753433796,-0.6030568177958541,-0.30059412864971446,-0.4743778882271294,-0.20742218359671752,-0.36189896439270813,0.39208025609356184,0.6079197439064381,0.39208025609356184,0.5291126100696926,0.1760230310507533,-0.010077450679783351,0.12641443943070685,-1.1574320671281049,0.389924853882542,-0.39357451972610447,0.4,0.6,0.0013185858368861061
1775268900000,66844.33,66844.34,66818.64,66834.32,29.15413,0.0002661806,1,1,0.00035011952,1,1,0.0032568597,1,1,-0.00014975092128225028,0.0003844753923032378,0.2202334630357465,1.496013198839948e-07,0.00038910505816194764,0.00023457486970110354,0.6101167315178495,0.0003845329764707277,-0.0002679043017710381,-9.754515353233018e-05,-0.001941034252579299,-0.0005628218716572375,-0.0008023861981799607,-0.0008261899253719784,0.0003336225527050818,-0.0006867896701234777,-0.0015433770212658349,-0.000652392398866608,-0.003261152112679855,-2.0608996687987435e-05,0.0001910362232754072,,0.00039105551399631184,,0.0006282177636477201,,0.000616801666358665,,0.0009859425801118133,,-0.6801943309734877,-0.5874091458227263,-0.3270780708048104,-0.46471063117257944,-0.18758280374134997,-0.31797362320237693,0.42553482519014507,0.5744651748098549,0.42553482519014507,0.5548512685126488,0.15560186563468228,-0.8386353269452721,0.10347103075101115,-1.273605278684411,0.3783050375730634,-0.4867673466030787,0.3333333333333333,0.6666666666666666,0.0003845329764707277
1775269800000,66834.32,66885.92,66826.81,66826.82,43.78944,0.00020844924,1,1,0.0004549072,1,1,0.002293989,1,1,-0.0001122177946899138,0.0008844258458827826,-0.999661647775019,0.0007720584274664762,0.8729487396377921,1.4962372639256634e-07,0.00016917611249049158,0.0008845251053394517,-0.00020616212302104753,-0.00016852667410649502,-0.0012609251158138823,-0.0005488792692951439,-0.0016946453449685484,-0.0008535909267218811,0.0006708392468512958,-0.0008212405220413554,-0.0026030865403514625,-0.0007211035771961249,-0.0030927524392793115,-0.0001069777843029085,0.0001831402883172469,,0.0003296451354838126,,0.0005977625574551466,,0.0006111696407495564,,0.000977633118020804,,-0.7823080202500392,-0.7761763004023362,-0.6450859174676407,-0.6033450686384192,-0.19583751279434314,-0.3348720887290317,0.4383295291233549,0.5616704708766451,0.4383295291233549,0.5596678971078668,0.08117495286302705,-1.1259796376876978,0.05397914741987536,-1.302551640808212,0.36960757027554036,-0.5455975606645427,0.3333333333333333,0.6666666666666666,0.0008845251053394517
1775270700000,66826.82,66850.0,66814.0,66844.83,41.5712,-0.00018924425,0,1,0.00023786433,1,1,0.0014237451,1,1,0.00026950257396648173,0.0005387058668959557,0.7127777777778748,7.73641481069764e-05,0.14361111111105862,0.00019183914482249768,0.35611111111129523,0.0005385607233947637,0.00017790628393732355,6.534963806648086e-05,-0.0011076085324112084,-0.00016869064528990396,-0.0017827433490218425,-0.0004951184017073507,0.0007485609290418527,-0.000576864503894936,-0.00257559823234077,-0.0004087948877152803,-0.0014105326844863209,0.0001742709657839292,0.00022125773808614002,,0.0003453729220499511,,0.0005946415722242795,,0.0006120755159925338,,0.0009777757481344532,,-0.7473992505904293,-0.7392114172007112,-0.6193665166109564,-0.5250995009897745,-0.16856579414500156,-0.2943689367289588,0.4841013053665144,0.5158986946334856,0.4841013053665144,0.6040336961523235,0.2924769945925503,0.44175779313585173,0.19741307549466666,-0.8215119594900256,0.39049308841265296,-0.31617355862049656,0.4,0.6,0.0005385607233947637
1775271600000,66844.84,66910.22,66844.83,66900.84,27.03738,-0.001507156,0,0,-0.00058384915,0,0,0.001238699,1,1,0.0008377609999515296,0.0009782355676219649,0.7131059795074249,0.00014032496749195086,0.1434470102462853,1.4960017848440226e-07,0.0001529285822719261,0.000977416726008215,0.0007305690181296232,0.0007570654581132708,-0.0005791787552990035,0.0007271111116686768,0.00044623229800655473,0.0003200610196536502,0.0006457000371087318,0.00023904266713370426,-0.0015992120343839566,0.0004554931427707132,0.0012489263648280957,0.0010019120292952266,0.00042312216634804944,,0.0004434140874593311,,0.0005444204595318941,,0.0006070357428229254,,0.000984250404443105,,-0.8008897200523547,-0.7340797160357885,-0.6337248102381934,-0.6015725209774896,-0.1864830351306841,-0.30948309634852667,0.5398776058510364,0.4601223941489637,0.5398776058510363,0.5910030947955861,0.8238307560951867,1.7292132093671517,0.5628726989888331,0.5273905256133992,0.4554457741905489,0.3596214919294176,0.4666666666666667,0.5333333333333333,0.000977416726008215
1775272500000,66900.85,66900.85,66849.67,66852.11,17.42771,8.391657e-05,1,0,0.00039265776,1,0,0.0018753335,1,1,-0.0007285408182408031,0.000765012701632454,-0.904650254005394,0.0,0.0,3.64718833916509e-05,0.04767487299730207,0.000765570450955214,0.00011624020822109671,4.876459243297049e-06,-0.0006171013309386186,5.9941865515167336e-05,-0.0009846379150602047,-0.00035932097755708714,-0.0005027977562931385,-0.00047277067758555447,-0.003931700925517201,-0.00020747470354276487,0.00024088810807243455,0.0002707827844385946,0.0005782754175463429,,0.0004495448273428503,,0.0005443429065021238,,0.0006171803212956102,,0.0009644144739391283,,-0.15579477556094787,-0.4693288993791308,-0.2997969884227274,-0.5041016216457667,-0.1563462487955587,-0.2962564609192924,0.3420704411723151,0.6579295588276849,0.34207044117231517,0.20416083617780229,0.3960715028060707,0.011209521894359097,0.24701840808919412,-0.6013246761559787,0.3989354300027806,-0.17708644517452626,0.4,0.6,0.000765570450955214
